沉淀,chén diàn,"lắng đọng, kết tủa",这是一种自然的沉淀过程。,Đây là một quá trình lắng đọng tự nhiên.
陈旧,chén jiù,"cũ kỹ, lỗi thời",这些设备已经很陈旧了。,Những thiết bị này đã cũ kỹ rồi.
陈列,chén liè,"trưng bày, bày biện",商店陈列着各种商品。,Cửa hàng trưng bày nhiều loại hàng hóa.
沉闷,chén mèn,"nặng nề, u ám",这个地方非常沉闷。,Nơi này rất buồn tẻ.
陈述,chén shù,"trình bày, phát biểu",他陈述了事件的经过。,Anh ấy trình bày quá trình sự việc.
沉思,chén sī,"suy tư, trầm ngâm",他常常沉思自己的未来。,Anh ấy thường suy ngẫm về tương lai của mình.
沉重,chén zhòng,"nặng nề, trĩu nặng",听到这个消息，他的心情沉重。,"Nghe tin này, tâm trạng của anh ấy rất nặng nề."
沉着,chén zhuó,"bình tĩnh, điềm tĩnh",他在危机时刻保持沉着。,Anh ấy giữ bình tĩnh trong lúc khủng hoảng.
称心如意,chèn xīn rú yì,"vừa ý, hài lòng",他的生活称心如意。,Cuộc sống của anh ấy vừa lòng mãn ý.
称号,chēng hào,danh hiệu,他被授予了荣誉称号。,Anh ấy được trao tặng danh hiệu danh dự.
橙,chéng,màu cam,橙子是我最喜欢的水果之一。,Cam là một trong những loại trái cây tôi thích nhất.
盛,chéng,"đựng, chứa, đầy đủ",他的才能非常盛。,Tài năng của anh ấy rất xuất sắc.
承办,chéng bàn,"đảm nhận, thụ lý",公司承办了这次活动。,Công ty đảm nhận tổ chức sự kiện này.
承包,chéng bāo,"thầu, bao thầu",他们承包了这个项目。,Họ đã thầu dự án này.
城堡,chéng bǎo,"lâu đài, thành trì",古堡的景象非常壮观。,Cảnh tượng của lâu đài cổ rất hùng vĩ.
成本,chéng běn,"giá thành, chi phí",生产成本需要降低。,Chi phí sản xuất cần phải giảm.
惩罚,chéng fá,trừng phạt,犯罪分子受到了惩罚。,Tội phạm đã bị trừng phạt.
成交,chéng jiāo,"giao dịch, thành giao",交易顺利成交了。,Giao dịch đã được hoàn thành thành công.
承诺,chéng nuò,"cam kết, hứa hẹn",我们承诺会按时完成。,Chúng tôi cam kết sẽ hoàn thành đúng hạn.
澄清,chéng qīng,"làm sáng tỏ, giải thích",他澄清了误会。,Anh ấy đã làm rõ sự hiểu lầm.
成天,chéng tiān,cả ngày,他成天忙于工作。,Anh ấy bận rộn với công việc cả ngày.
乘务员,chéng wù yuán,"tiếp viên (tàu, máy bay)",乘务员为乘客提供服务。,Tiếp viên cung cấp dịch vụ cho hành khách.
呈现,chéng xiàn,"trình bày, xuất hiện",他的作品呈现了丰富的情感。,Tác phẩm của anh ấy thể hiện cảm xúc phong phú.
成效,chéng xiào,"hiệu quả, kết quả",这种方法很有效。,Phương pháp này rất hiệu quả.
成心,chéng xīn,"cố ý, cố tình",他是成心想帮助你。,Anh ấy thật lòng muốn giúp bạn.
成员,chéng yuán,thành viên,他是团队的一员。,Anh ấy là một thành viên của đội.
诚挚,chéng zhì,"chân thành, tha thiết",他用诚挚的态度道歉。,Anh ấy xin lỗi với thái độ chân thành.
秤,chèng,"cái cân, cân",他们正在用秤称重。,Họ đang dùng cân để cân.
吃苦,chī kǔ,"chịu khổ, chịu đựng",他在工作中很吃苦。,Anh ấy làm việc rất chăm chỉ.
吃力,chī lì,"tốn sức, mệt nhọc",他搬运这些东西非常吃力。,Anh ấy rất khó khăn trong việc vận chuyển những thứ này.
迟缓,chí huǎn,"chậm chạp, trì hoãn",他的反应很迟缓。,Phản ứng của anh ấy rất chậm.
持久,chí jiǔ,"bền bỉ, lâu dài",这种材料非常持久。,Loại vật liệu này rất bền.
池塘,chí táng,"ao, hồ",孩子们在池塘边玩耍。,Trẻ em chơi đùa bên hồ.
迟疑,chí yí,"do dự, lưỡng lự",他对这个决定有些迟疑。,Anh ấy do dự về quyết định này.
赤道,chì dào,xích đạo,赤道横穿地球。,Đường xích đạo chạy qua Trái đất.
赤字,chì zì,"thâm hụt, thiếu hụt",公司出现了严重的赤字。,Công ty gặp phải thâm hụt nghiêm trọng.
充当,chōng dāng,"đảm nhiệm, đóng vai",他充当了调解人。,Anh ấy đóng vai trò là người hòa giải.
冲动,chōng dòng,"xung động, kích động",他总是冲动行事。,Anh ấy luôn hành động bốc đồng.
冲击,chōng jī,"tấn công, xung kích",洪水冲击了村庄。,Lũ lụt tấn công làng mạc.
充沛,chōng pèi,"dồi dào, đầy đủ",他充沛的精力让人佩服。,Năng lượng dồi dào của anh ấy khiến người ta ngưỡng mộ.
充实,chōng shí,"làm phong phú, bổ sung",我们需要充实自己的知识。,Chúng ta cần làm giàu kiến thức của mình.
冲突,chōng tū,"xung đột, va chạm",他们之间发生了冲突。,Đã xảy ra xung đột giữa họ.
充足,chōng zú,"đầy đủ, phong phú",我们有充足的时间完成任务。,Chúng ta có đủ thời gian để hoàn thành nhiệm vụ.
崇拜,chóng bài,"sùng bái, tôn thờ",我非常崇拜他。,Tôi rất tôn sùng anh ấy.
重叠,chóng dié,"chồng chéo, trùng điệp",这两个图案重叠在一起。,Hai mẫu này chồng lên nhau.
崇高,chóng gāo,"cao cả, cao quý",他有崇高的理想。,Anh ấy có lý tưởng cao cả.
崇敬,chóng jìng,"kính trọng, tôn kính",我们都崇敬他。,Chúng tôi đều kính trọng anh ấy.
重阳节,Chóng yáng jié,lễ Trùng Cửu,重阳节是中国的传统节日。,Lễ Trùng Cửu là ngày lễ truyền thống của Trung Quốc.
抽空,chōu kòng,tranh thủ thời gian,我会抽空来看你。,Tôi sẽ tranh thủ thời gian để đến thăm bạn.
筹备,chóu bèi,"chuẩn bị, sắp xếp",他们正在筹备婚礼。,Họ đang chuẩn bị cho đám cưới.
踌躇,chóu chú,"do dự, lưỡng lự",他踌躇了很久才决定。,Anh ấy do dự rất lâu mới quyết định.
稠密,chóu mì,"dày đặc, đông đúc",这个地区人口稠密。,Khu vực này có dân số đông đúc.
丑恶,chǒu è,"xấu xa, đê tiện",他的行为非常丑恶。,Hành vi của anh ấy rất xấu xa.
初步,chū bù,"sơ bộ, bước đầu",这是一个初步计划。,Đây là một kế hoạch sơ bộ.
出路,chū lù,"đường ra, lối thoát",我们必须找到出路。,Chúng ta phải tìm được lối thoát.
出卖,chū mài,"bán, phản bội",他出卖了自己的朋友。,Anh ấy phản bội bạn của mình.
出身,chū shēn,"xuất thân, gốc gác",他出身于一个贫穷的家庭。,Anh ấy xuất thân từ một gia đình nghèo.
出神,chū shén,"mê mẩn, ngẩn ngơ",他看电影时出神了。,Anh ấy mải mê xem phim.
出息,chū xī,"triển vọng, tiền đồ",他有很大的出息。,Anh ấy rất có triển vọng.
出洋相,chū yáng xiàng,"làm trò cười, bẽ mặt",他在会上出洋相了。,Anh ấy bị xấu hổ tại cuộc họp.
储备,chǔ bèi,"dự trữ, tích trữ",我们需要储备足够的物资。,Chúng ta cần dự trữ đủ vật tư.
储存,chǔ cún,"dự trữ, cất giữ",这些数据需要储存起来。,Dữ liệu này cần được lưu trữ.
处分,chǔ fèn,"xử phạt, xử lý",他受到了处分。,Anh ấy đã bị xử phạt.
处境,chǔ jìng,"tình cảnh, hoàn cảnh",他的处境很困难。,Tình cảnh của anh ấy rất khó khăn.
储蓄,chǔ xù,"tiết kiệm, để dành",我们需要建立一个储蓄账户。,Chúng ta cần mở một tài khoản tiết kiệm.
处置,chǔ zhì,"xử lý, xử trí",他被安排在这个岗位上。,Anh ấy được sắp xếp vào vị trí này.
触犯,chù fàn,"vi phạm, đụng chạm",他触犯了法律。,Anh ấy đã vi phạm pháp luật.
川流不息,chuān liú bù xī,"như nước chảy, không ngừng",这条河川流不息。,Con sông này chảy không ngừng.
穿越,chuān yuè,"vượt qua, xuyên qua",他们穿越了沙漠。,Họ đã vượt qua sa mạc.
船舶,chuán bó,"tàu, thuyền",这艘船舶非常大。,Con tàu này rất lớn.
传达,chuán dá,"truyền đạt, thông báo",他传达了这个消息。,Anh ấy đã truyền đạt thông tin này.
传单,chuán dān,"tờ rơi, truyền đơn",他给我一张传单。,Anh ấy đưa cho tôi một tờ rơi.
传授,chuán shòu,"truyền thụ, dạy dỗ",他传授了我们很多知识。,Anh ấy đã truyền dạy cho chúng tôi nhiều kiến thức.
喘气,chuǎn qì,"thở dốc, thở hổn hển",他跑得气喘吁吁。,Anh ấy chạy thở hổn hển.
串,chuàn,"xâu, chuỗi",我们把钥匙串在一起。,Chúng tôi xâu chìa khóa lại với nhau.
床单,chuáng dān,ga trải giường,这条床单很干净。,Ga giường này rất sạch.
创立,chuàng lì,"sáng lập, thành lập",他创立了自己的公司。,Anh ấy đã thành lập công ty của mình.
创新,chuàng xīn,"đổi mới, sáng tạo",我们需要不断创新。,Chúng ta cần không ngừng đổi mới.
创业,chuàng yè,khởi nghiệp,他决定创业。,Anh ấy quyết định khởi nghiệp.
创作,chuàng zuò,sáng tác,这是一部创作小说。,Đây là một tiểu thuyết sáng tác.
吹牛,chuī niú,"khoác lác, nói phét",他总是喜欢吹牛。,Anh ấy luôn thích khoác lác.
吹捧,chuī pěng,"tán tụng, tâng bốc",他们过分吹捧了他的成绩。,Họ đã quá tâng bốc thành tích của anh ấy.
锤,chuí,cái búa,他用锤子敲钉子。,Anh ấy dùng búa đóng đinh.
垂直,chuí zhí,thẳng đứng,这根柱子是垂直的。,Cái cột này là thẳng đứng.
纯粹,chún cuì,thuần túy,他是一个纯粹的艺术家。,Anh ấy là một nghệ sĩ thuần túy.
纯洁,chún jié,"trong sạch, thuần khiết",这个城市的空气很纯洁。,Không khí của thành phố này rất trong lành.
词汇,cí huì,từ vựng,我们需要学习更多的词汇。,Chúng ta cần học nhiều từ vựng hơn.
慈祥,cí xiáng,"từ bi, hiền hậu",她的笑容很慈祥。,Nụ cười của cô ấy rất hiền từ.
雌雄,cí xióng,đực và cái,这些鸟类是雌雄同体的。,Những loài chim này là lưỡng tính.
刺,cì,"gai, đâm",他被刺伤了。,Anh ấy bị đâm.
伺候,cì hòu,"phục vụ, chăm sóc",他在伺候病人。,Anh ấy đang chăm sóc bệnh nhân.
次品,cì pǐn,hàng lỗi,这个产品是次品。,Sản phẩm này là hàng kém chất lượng.
次序,cì xù,thứ tự,请按次序排队。,Xin vui lòng xếp hàng theo thứ tự.
丛,cóng,"bụi, lùm",这是一片丛林。,Đây là một khu rừng rậm.
从容不迫,cóng róng bù pò,"ung dung, bình tĩnh",他从容不迫地回答问题。,Anh ấy bình tĩnh trả lời câu hỏi.
凑合,còu he,"tạm bợ, tạm thời",我们需要凑合着用这些资源。,Chúng ta cần tạm dùng những tài nguyên này.
粗鲁,cū lǔ,"thô lỗ, cộc cằn",他的态度很粗鲁。,Thái độ của anh ấy rất thô lỗ.
窜,cuàn,"chạy trốn, trốn chạy",小偷在夜里窜逃了。,Tên trộm trốn thoát trong đêm.
摧残,cuī cán,"tàn phá, phá hoại",战争摧残了这个国家。,Chiến tranh đã tàn phá đất nước này.
脆弱,cuì ruò,"yếu ớt, dễ vỡ",他的身体很脆弱。,Sức khỏe của anh ấy rất yếu.
搓,cuō,"vò, chà",他在搓手指。,Anh ấy đang xoa ngón tay.
磋商,cuō shāng,"đàm phán, thương lượng",他们正在进行磋商。,Họ đang tiến hành thảo luận.
挫折,cuò zhé,"trở ngại, thất bại",他在克服挫折中成长。,Anh ấy trưởng thành trong việc vượt qua khó khăn.
搭,dā,"lắp đặt, dựng lên",我帮你搭个棚子。,Tôi sẽ giúp bạn dựng một cái lều.
搭档,dā dàng,"cộng tác, hợp tác",他们是一对好搭档。,Họ là một cặp cộng sự tốt.
搭配,dā pèi,"phối hợp, kết hợp",你可以自由搭配衣服。,Bạn có thể phối đồ tự do.
答辩,dá biàn,"biện hộ, bào chữa",他在法庭上答辩。,Anh ấy biện hộ tại tòa.
达成,dá chéng,"đạt thành, đạt được",我们达成了协议。,Chúng tôi đã đạt được thỏa thuận.
答复,dá fù,"trả lời, đáp lại",他给了我一个答复。,Anh ấy đã đưa ra câu trả lời cho tôi.
打包,dǎ bāo,"đóng gói, gói hàng",请把这些东西打包好。,Vui lòng đóng gói những thứ này.
打官司,dǎ guān si,kiện tụng,他在法庭上打官司。,Anh ấy đang kiện tụng tại tòa.
打击,dǎ jī,"đánh, đập",我们必须打击犯罪。,Chúng ta phải trấn áp tội phạm.
打架,dǎ jià,đánh nhau,他们在街上打架。,Họ đang đánh nhau trên phố.
打量,dǎ liang,"quan sát, xem xét",他在仔细打量这个物件。,Anh ấy đang quan sát kỹ vật này.
打猎,dǎ liè,săn bắn,他喜欢打猎。,Anh ấy thích đi săn.
打仗,dǎ zhàng,"đánh trận, chiến đấu",他们在边境打仗。,Họ đang chiến đấu ở biên giới.
大不了,dà bù liǎo,"cùng lắm, chẳng qua",这件事大不了就这样了。,Chuyện này cùng lắm cũng chỉ thế thôi.
大臣,dà chén,đại thần,大臣们在开会。,Các đại thần đang họp.
大伙儿,dà huǒr,"mọi người, tất cả",大伙儿都很开心。,Mọi người đều rất vui vẻ.
大厦,dà shà,tòa nhà lớn,这座大厦非常壮观。,Tòa nhà này rất tráng lệ.
大肆,dà sì,"bừa bãi, tùy tiện",他们大肆庆祝。,Họ ăn mừng rầm rộ.
大体,dà tǐ,"đại thể, nhìn chung",大体上来说，他是对的。,"Nói chung, anh ấy đúng."
大意,dà yì,"đại ý, sơ suất",我的大意是这样的。,Ý chính của tôi là như thế này.
大致,dà zhì,"đại khái, chung chung",计划大致完成了。,Kế hoạch đã gần hoàn thành.
歹徒,dǎi tú,"tên cướp, kẻ xấu",歹徒被警方抓住了。,Tên tội phạm bị cảnh sát bắt.
逮捕,dài bǔ,"bắt giữ, bắt bớ",他被逮捕了。,Anh ấy đã bị bắt.
代价,dài jià,"giá cả, chi phí",我们必须付出代价。,Chúng ta phải trả giá.
代理,dài lǐ,"đại lý, đại diện",他是我们的代理。,Anh ấy là đại lý của chúng tôi.
